Job Title,Company,Category,Resume,Timestamp,Status
Enterprise Architec,ValueLab,N/A,N/A,2026-08-23 09:32:24,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosy,N/A,N/A,2026-08-23 09:32:29,Skipped (Non-Europe location)
Site Reliability Enginee,Insight Globa,N/A,N/A,2026-08-23 09:32:34,Skipped (Non-Europe location)
DevOps I,Storabl,N/A,N/A,2026-08-23 09:32:39,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Creder,N/A,N/A,2026-08-23 09:32:45,Skipped (Non-Europe location)
Enterprise Architec,ValueLab,N/A,N/A,2026-08-23 09:33:15,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosy,N/A,N/A,2026-08-23 09:33:20,Skipped (Non-Europe location)
Site Reliability Enginee,Insight Globa,N/A,N/A,2026-08-23 09:33:25,Skipped (Non-Europe location)
DevOps I,Storabl,N/A,N/A,2026-08-23 09:33:30,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Creder,N/A,N/A,2026-08-23 09:33:36,Skipped (Non-Europe location)
Enterprise Architec,ValueLab,N/A,N/A,2026-08-23 09:34:11,Skipped (Non-Europe location)
Site Reliability Enginee,Insight Globa,N/A,N/A,2026-08-23 09:34:12,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosy,N/A,N/A,2026-08-23 09:34:15,Skipped (Non-Europe location)
Enterprise Architec,ValueLab,N/A,N/A,2026-08-23 09:35:37,Skipped (Non-Europe location)
Site Reliability Enginee,Insight Globa,N/A,N/A,2026-08-23 09:35:38,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosy,N/A,N/A,2026-08-23 09:35:40,Skipped (Non-Europe location)
DevOps I,Storabl,N/A,N/A,2026-08-23 09:35:42,Skipped (Non-Europe location)
Walk in Azure Administrator and DevOps Engineer - Hyderaba,Tata Consultancy Service,N/A,N/A,2026-08-23 09:35:44,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Creder,N/A,N/A,2026-08-23 09:35:45,Skipped (Non-Europe location)
DevOps Specialis,Dalu,N/A,N/A,2026-08-23 09:36:17,Skipped (Non-Europe location)
"Founding Engineer, DevOps (Senior",Cenn,N/A,N/A,2026-08-23 09:42:03,Skipped (Non-Europe location)
Site Reliability Enginee,Insight Globa,N/A,N/A,2026-08-23 09:42:04,Skipped (Non-Europe location)
Senior DevOps Enginee,SafeOp,N/A,N/A,2026-08-23 09:42:06,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosy,N/A,N/A,2026-08-23 09:42:07,Skipped (Non-Europe location)
Azure Cloud Architec,Tata Consultancy Service,N/A,N/A,2026-08-23 09:42:09,Skipped (Non-Europe location)
DevOps I,Storabl,N/A,N/A,2026-08-23 09:42:11,Skipped (Non-Europe location)
Azure Architec,ValueLab,N/A,N/A,2026-08-23 09:42:12,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd,N/A,N/A,2026-08-23 09:42:13,Skipped (Non-Europe location)
Site Reliability Enginee,Insight Global,N/A,N/A,2026-08-23 09:44:25,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosys,N/A,N/A,2026-08-23 09:44:27,Skipped (Non-Europe location)
Azure Cloud Architec,Tata Consultancy Services,N/A,N/A,2026-08-23 09:44:29,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 09:44:30,Skipped (Non-Europe location)
Azure Architec,ValueLabs,N/A,N/A,2026-08-23 09:44:31,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd.,N/A,N/A,2026-08-23 09:44:33,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 09:44:34,Skipped (Non-Europe location)
Site Reliability Enginee,Insight Global,N/A,N/A,2026-08-23 09:45:07,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosys,N/A,N/A,2026-08-23 09:45:13,Skipped (Non-Europe location)
Azure Cloud Architec,Tata Consultancy Services,N/A,N/A,2026-08-23 09:45:19,Skipped (Non-Europe location)
Azure Architec,ValueLabs,N/A,N/A,2026-08-23 09:45:25,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 09:45:31,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd.,N/A,N/A,2026-08-23 09:45:32,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 09:45:33,Skipped (Non-Europe location)
Site Reliability Enginee,Insight Global,N/A,N/A,2026-08-23 09:46:06,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosys,N/A,N/A,2026-08-23 09:46:12,Skipped (Non-Europe location)
Azure Cloud Architec,Tata Consultancy Services,N/A,N/A,2026-08-23 09:46:18,Skipped (Non-Europe location)
Azure Architec,ValueLabs,N/A,N/A,2026-08-23 09:46:24,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 09:46:30,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd.,N/A,N/A,2026-08-23 09:46:31,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 09:46:33,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosys,N/A,N/A,2026-08-23 09:47:06,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 09:47:13,Skipped (Non-Europe location)
Walk in Azure Administrator and DevOps Engineer - Hyderaba,Tata Consultancy Services,N/A,N/A,2026-08-23 09:47:18,Skipped (Non-Europe location)
Azure Architec,ValueLabs,N/A,N/A,2026-08-23 09:47:24,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd.,N/A,N/A,2026-08-23 09:47:30,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 09:47:31,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosys,N/A,N/A,2026-08-23 09:48:06,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 09:48:12,Skipped (Non-Europe location)
Azure Cloud Architec,Tata Consultancy Services,N/A,N/A,2026-08-23 09:48:19,Skipped (Non-Europe location)
Azure Architec,ValueLabs,N/A,N/A,2026-08-23 09:48:25,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd.,N/A,N/A,2026-08-23 09:48:31,Skipped (Non-Europe location)
DevOps Manage,Sharp Brains,N/A,N/A,2026-08-23 09:48:32,Skipped (Non-Europe location)
Principal Cloud Architect (Azure,Trinity Technology Solutions LLC,N/A,N/A,2026-08-23 09:48:34,Skipped (Non-Europe location)
ELK - DevOps/SRE Lea,iVedha Inc.,N/A,N/A,2026-08-23 09:48:35,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosys,N/A,N/A,2026-08-23 10:00:26,Skipped (Non-Europe location)
Azure Architec,ValueLabs,N/A,N/A,2026-08-23 10:00:28,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 10:00:29,Skipped (Non-Europe location)
Walk in Azure Administrator and DevOps Engineer - Hyderaba,Tata Consultancy Services,N/A,N/A,2026-08-23 10:00:30,Skipped (Non-Europe location)
Principal Cloud Architect (Azure,Trinity Technology Solutions LLC,N/A,N/A,2026-08-23 10:00:32,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 10:00:33,Skipped (Non-Europe location)
"Terraform, Ansible, Python/PowerShell & Infrastructure Automatio",Infosys,N/A,N/A,2026-08-23 10:01:06,Skipped (Non-Europe location)
Azure Architec,ValueLabs,N/A,N/A,2026-08-23 10:01:12,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 10:01:18,Skipped (Non-Europe location)
Walk in Azure Administrator and DevOps Engineer - Hyderaba,Tata Consultancy Services,N/A,N/A,2026-08-23 10:01:23,Skipped (Non-Europe location)
Principal Cloud Architect (Azure,Trinity Technology Solutions LLC,N/A,N/A,2026-08-23 10:01:29,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 10:01:30,Skipped (Non-Europe location)
Azure Architec,ValueLabs,N/A,N/A,2026-08-23 10:02:03,Skipped (Non-Europe location)
Walk in Azure Administrator and DevOps Engineer - Hyderaba,Tata Consultancy Services,N/A,N/A,2026-08-23 10:02:09,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 10:02:15,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd.,N/A,N/A,2026-08-23 10:02:21,Skipped (Non-Europe location)
Principal Cloud Architect (Azure,Trinity Technology Solutions LLC,N/A,N/A,2026-08-23 10:02:23,Skipped (Non-Europe location)
Microsoft Azure Infrastructure Presales Architec,Cambay Solutions,N/A,N/A,2026-08-23 10:02:25,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 10:02:26,Skipped (Non-Europe location)
Walk in Azure Administrator and DevOps Engineer - Hyderaba,Tata Consultancy Services,N/A,N/A,2026-08-23 10:02:58,Skipped (Non-Europe location)
Azure Architec,ValueLabs,N/A,N/A,2026-08-23 10:03:04,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 10:03:09,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd.,N/A,N/A,2026-08-23 10:03:15,Skipped (Non-Europe location)
Principal Cloud Architect (Azure,Trinity Technology Solutions LLC,N/A,N/A,2026-08-23 10:03:21,Skipped (Non-Europe location)
DevOps Manage,Sharp Brains,N/A,N/A,2026-08-23 10:03:23,Skipped (Non-Europe location)
Microsoft Azure Infrastructure Presales Architec,Cambay Solutions,N/A,N/A,2026-08-23 10:03:24,Skipped (Non-Europe location)
DevOps Enginee,Hermes Corporate,N/A,N/A,2026-08-23 10:03:25,Skipped (Non-Europe location)
Azure Architec,ValueLabs,N/A,N/A,2026-08-23 10:03:40,Skipped (Non-Europe location)
Walk in Azure Administrator and DevOps Engineer - Hyderaba,Tata Consultancy Services,N/A,N/A,2026-08-23 10:03:41,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 10:03:42,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd.,N/A,N/A,2026-08-23 10:03:44,Skipped (Non-Europe location)
DevOps Manage,Sharp Brains,N/A,N/A,2026-08-23 10:03:45,Skipped (Non-Europe location)
Microsoft Azure Infrastructure Presales Architec,Cambay Solutions,N/A,N/A,2026-08-23 10:03:46,Skipped (Non-Europe location)
DevOps Enginee,Hermes Corporate,N/A,N/A,2026-08-23 10:03:48,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 10:04:20,Skipped (Non-Europe location)
Azure Cloud Architec,Tata Consultancy Services,N/A,N/A,2026-08-23 10:04:26,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd.,N/A,N/A,2026-08-23 10:04:32,Skipped (Non-Europe location)
Microsoft Azure Infrastructure Presales Architec,Cambay Solutions,N/A,N/A,2026-08-23 10:04:39,Skipped (Non-Europe location)
DevOps Enginee,Hermes Corporate,N/A,N/A,2026-08-23 10:04:45,Skipped (Non-Europe location)
Azure Devop,HCLTech,Unclassified,N/A,2026-08-23 10:06:19,Skipped (Unclassified)
Junior Devop,INCERT GIE,Unclassified,N/A,2026-08-23 10:06:33,Skipped (Unclassified)
Senior DevOps Enginee,Odyssey Cloud,N/A,N/A,2026-08-23 10:06:45,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 10:06:47,Skipped (Non-Europe location)
Azure Migration Enginee,Tata Consultancy Services,N/A,N/A,2026-08-23 10:06:48,Skipped (Non-Europe location)
Solutions Architec,SHI Solutions India Pvt. Ltd.,N/A,N/A,2026-08-23 10:06:49,Skipped (Non-Europe location)
Microsoft Azure Infrastructure Presales Architec,Cambay Solutions,N/A,N/A,2026-08-23 10:06:51,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 10:06:52,Skipped (Non-Europe location)
Senior DevOps Enginee,Odyssey Cloud,N/A,N/A,2026-08-23 10:07:26,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 10:07:33,Skipped (Non-Europe location)
Azure Migration Enginee,Tata Consultancy Services,N/A,N/A,2026-08-23 10:07:39,Skipped (Non-Europe location)
Microsoft Azure Infrastructure Presales Architec,Cambay Solutions,N/A,N/A,2026-08-23 10:07:45,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 10:07:52,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 10:08:26,Skipped (Non-Europe location)
Azure Migration Enginee,Tata Consultancy Services,N/A,N/A,2026-08-23 10:08:33,Skipped (Non-Europe location)
Microsoft Azure Infrastructure Presales Architec,Cambay Solutions,N/A,N/A,2026-08-23 10:08:39,Skipped (Non-Europe location)
DevOps Enginee,Hermes Corporate,N/A,N/A,2026-08-23 10:08:46,Skipped (Non-Europe location)
Nearshore Sector| DevOps (with artifactory jfrog,Devoteam,Cloud / Network,cloud.pdf,2026-08-23 10:10:03,Applied
AI DevOp,act digital,AI / ML,AI.pdf,2026-08-23 10:10:18,Applied
Cloud DevOp,IDW,Unclassified,N/A,2026-08-23 10:10:20,Skipped (Unclassified)
Administrador Sistemas Linux /DevOp,Aurion First,Unclassified,N/A,2026-08-23 10:10:21,Skipped (Unclassified)
DevOp,Profile Software Services,Unclassified,N/A,2026-08-23 10:10:35,Skipped (Unclassified)
Senior Devop,Decskill,Unclassified,N/A,2026-08-23 10:10:36,Skipped (Unclassified)
DevOps I,Storable,N/A,N/A,2026-08-23 10:11:14,Skipped (Non-Europe location)
Azure Migration Enginee,Tata Consultancy Services,N/A,N/A,2026-08-23 10:11:14,Skipped (Non-Europe location)
Microsoft Azure Infrastructure Presales Architec,Cambay Solutions,N/A,N/A,2026-08-23 10:11:16,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 10:11:17,Skipped (Non-Europe location)
DevOps I,Storable,N/A,N/A,2026-08-23 10:11:51,Skipped (Non-Europe location)
Azure Migration Enginee,Tata Consultancy Services,N/A,N/A,2026-08-23 10:11:58,Skipped (Non-Europe location)
Microsoft Azure Infrastructure Presales Architec,Cambay Solutions,N/A,N/A,2026-08-23 10:12:05,Skipped (Non-Europe location)
Azure Infrastructure Enginee,Credera,N/A,N/A,2026-08-23 10:12:12,Skipped (Non-Europe location)
Senior DevOps Specialist | Remot,CodeGeniusRecruit,Cloud / Network,cloud.pdf,2026-08-23 10:13:25,Applied
Intermediate/Senior DevOp,Global Relay,Unclassified,N/A,2026-08-23 10:13:29,Skipped (Unclassified)
Senior DevOps Specialist | Remot,CodeGeniusRecruit,N/A,N/A,2026-08-24 16:44:30,Skipped (Pre-check)
Intermediate/Senior DevOp,Global Relay,Unclassified,N/A,2026-08-24 16:44:31,Skipped (Unclassified)
Senior DevOps Specialist | Remot,CodeGeniusRecruit,N/A,N/A,2026-08-24 16:54:46,Skipped (Pre-check)
IT Solutions Enginee,SF Technology Partners,Unclassified,N/A,2026-08-24 16:54:47,Skipped (Unclassified)
Senior DevOps Specialist | Remot,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:25:47,Skipped (Pre-check)
Intermediate/Senior DevOp,Global Relay,Unclassified,N/A,2026-08-24 17:25:49,Skipped (Unclassified)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:39:51,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:41:26,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:42:58,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:45:49,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:48:14,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:49:47,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:51:17,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:52:50,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:54:23,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:55:53,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:57:24,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 17:58:55,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:00:26,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:01:56,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:09:24,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,Cloud / Network,cloud.pdf,2026-08-24 18:10:36,Applied
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:11:19,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:11:21,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:12:00,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:12:01,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:12:46,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:12:48,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:13:26,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:13:27,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:14:05,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:14:06,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:14:44,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:14:45,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:15:24,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:15:25,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:16:03,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:16:05,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:16:43,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:16:45,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:17:24,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:17:25,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:18:03,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:18:04,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:18:43,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:18:45,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:19:24,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:19:25,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:46:20,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:46:26,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:47:06,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:47:07,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:47:46,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:47:47,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:48:32,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:48:34,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:49:11,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:49:12,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:49:51,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:49:52,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:50:31,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:50:32,Skipped (Pre-check)
DevOps Engineer,Team Geek Solutions,N/A,N/A,2026-08-24 18:51:23,Skipped (Non-Europe location)
DevOps Mulesoft,InfoTech Consultancy,N/A,N/A,2026-08-24 18:51:25,Skipped (Non-Europe location)
DevOps Engineer,Sharp Brains,N/A,N/A,2026-08-24 18:51:28,Skipped (Non-Europe location)
Cloud Engineer,Tata Consultancy Services,N/A,N/A,2026-08-24 18:51:30,Skipped (Non-Europe location)
Site Reliability Engineer (SRE),TTEC Digital,N/A,N/A,2026-08-24 18:51:32,Skipped (Non-Europe location)
Multi-Cloud DevOps Administrator & Infrastructure Engineer,Programmers.io,N/A,N/A,2026-08-24 18:51:36,Skipped (Non-Europe location)
Azure Architect,ValueLabs,N/A,N/A,2026-08-24 18:51:40,Skipped (Non-Europe location)
AWS Infra Architect -Subcontractor,Birlasoft,N/A,N/A,2026-08-24 18:51:44,Skipped (Non-Europe location)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:52:10,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:52:12,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:52:38,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:52:39,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:53:04,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:53:06,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:53:32,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:53:33,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:53:59,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:54:00,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:54:26,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:54:27,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 18:56:35,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 18:56:41,Skipped (Pre-check)
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 19:03:24,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 19:03:31,Skipped (Pre-check)
Cloud DevOps,Accenture,N/A,N/A,2026-08-24 19:03:32,Skipped (Pre-check)
Senior SRE / SecOps Engineer,Anya Consultancy Services,Cloud / Network,cloud.pdf,2026-08-24 19:04:49,Applied
DevOps Engineer,PRIMUS Global Solutions (PRIMUS UK & Europe),Cloud / Network,cloud.pdf,2026-08-24 19:05:10,Applied
Principal DevOps Engineer (Azure),Digital Waffle,Cloud / Network,cloud.pdf,2026-08-24 19:05:13,Skipped (Seniority)
DevOps Engineer,Methods,N/A,N/A,2026-08-24 19:06:56,Skipped (Pre-check)
Tech Lead DevOps/Cloud Engineer,Leading $30B Investment Management firm,Cloud / Network,cloud.pdf,2026-08-24 19:08:14,Applied
DevOps Engineer,PRIMUS Global Solutions (PRIMUS UK & Europe),N/A,N/A,2026-08-24 19:10:13,Skipped (Pre-check)
Lead Platform Engineer,LinuxRecruit,Cloud / Network,cloud.pdf,2026-08-24 19:11:00,Applied
Platform Engineer | Remote,CodeGeniusRecruit,Cloud / Network,cloud.pdf,2026-08-24 19:11:29,Applied
Senior Platform Engineer (DevOps),FINN,N/A,N/A,2026-08-24 19:11:33,Skipped (Non-Europe location)
DevSecOps Engineer - AI,HCLTech,AI / ML,AI.pdf,2026-08-24 19:12:03,Applied
Platform Engineer (Ansible) – London,Gravitas Recruitment Group (Global) Ltd,Cloud / Network,cloud.pdf,2026-08-24 19:12:23,Applied
Senior Platform Engineer (EKS),FORT,Cloud / Network,cloud.pdf,2026-08-24 19:12:43,Applied
Platform Engineer (P4),Jobgether,Cloud / Network,cloud.pdf,2026-08-24 19:13:04,Applied
Lead Platform Engineer - AWS,DW Search,Cloud / Network,cloud.pdf,2026-08-24 19:13:25,Applied
Infrastructure Engineer,Adria Solutions Ltd,Cloud / Network,cloud.pdf,2026-08-24 19:16:13,Applied
Infrastructure Engineer,"Halian | Managed Services, Recruitment Agency & Contract Staffing",Cloud / Network,cloud.pdf,2026-08-24 19:16:28,Applied
Infrastructure Engineer,Burns Sheehan,Cloud / Network,cloud.pdf,2026-08-24 19:16:52,Applied
Senior DevOps Specialist | Remote,CodeGeniusRecruit,N/A,N/A,2026-08-24 19:29:42,Skipped (Pre-check)
Cloud DevOps,Accenture,N/A,N/A,2026-08-24 19:29:49,Skipped (Pre-check)
Salesforce DevOps Evangelist (UK),Flosum,N/A,N/A,2026-08-24 19:29:50,Skipped (Pre-check)
DevSecops Engineer,Ascendion,Cloud / Network,cloud.pdf,2026-08-24 19:30:45,Applied
DevSecOps Engineer,Tiro Partners Limited,Cloud / Network,cloud.pdf,2026-08-24 19:31:00,Applied
